Car_Name,Make,Model,Make_Year,Color,Body_Type,Mileage_Run,No_of_Owners,Seating_Capacity,Fuel_Type,Fuel_Tank_Capacity_L,Engine_Type,CC_Displacement,Transmission,Transmission_Type,Power_BHP,Torque_Nm,Mileage_kmpl,Emission,Price
Maruti Suzuki Alto K10 [2014-2019] VXi,Maruti Suzuki,Alto K10,2018,red,hatchback,64194.00,1st,5,petrol,35,K10B,998,5-Speed,Manual,67,90,24.07,BS V,405000.00
Renault Duster [2015-2016] 85 PS RXL EXPLORE,Renault,Duster,2015,white,suv,87057.00,1st,5,diesel,50,dCi THP Diesel Engine,1461,5-Speed,Manual,83.8,200,19.87,BS III,738000.00
Hyundai Santro Xing [2007-2014] GLS,Hyundai,Santro Xing,2012,white,hatchback,23227.00,1st,5,petrol,35,Petrol Engine,1086,5-Speed,Manual,62.1,96.1,17.92,BS IV,365000.00
MG Motors Hector 1.5 Sharp DCT AT,MG Motors,Hector,2019,black,suv,24564.00,1st,5,petrol,60,FWD,1451,6-Speed,Automatic,141,250,13.96,BS IV,1700000.00
Maruti Suzuki Ritz [2009-2012] VXI,Maruti Suzuki,Ritz,2012,red,hatchback,39719.00,1st,5,petrol,45,KB Series,1197,5-Speed,Manual,85,113,18.50,BS IV,422000.00
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,white,suv,51686.00,1st,5,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,BS IV,1958000.00
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,white,suv,51686.00,1st,5,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,BS IV,1958000.00
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,white,suv,51686.00,1st,5,diesel,60,FWD,1956,6-Speed,Manual,167.68,350,17.41,BS IV,1958000.00
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,white,suv,51686.00,1st,5,diesel,60,FWD,1956,6-Speed,Manual,167.68,350,17.41,BS IV,1958000.00
Renault Duster [2015-2019] 110 PS RXZ 4X2 MT,Renault,Duster,2018,bronze,suv,57995.00,1st,5,diesel,50,1.5 dCI K9K THP Diesel engine,1461,6-Speed,Manual,108,248,19.60,BS V,1019000.00
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,red,suv,32604.00,1st,5,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,BS IV,1978000.00
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,red,suv,32604.00,1st,5,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,BS IV,1978000.00
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,red,suv,32604.00,1st,5,diesel,60,FWD,1956,6-Speed,Manual,167.68,350,17.41,BS IV,1978000.00
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,red,suv,32604.00,1st,5,diesel,60,FWD,1956,6-Speed,Manual,167.68,350,17.41,BS IV,1978000.00
Maruti Suzuki Ritz [2009-2012] VXI,Maruti Suzuki,Ritz,2012,silver,hatchback,46627.00,1st,5,petrol,45,KB Series,1197,5-Speed,Manual,85,113,18.50,BS IV,412000.00
Honda City V,Honda,City,2017,grey,sedan,45868.00,1st,5,petrol,40,i VTEC Engine,1497,5-Speed,Manual,117.6,145,17.40,BS IV,878000.00
Maruti Suzuki Ritz [2012-2017] Vxi,Maruti Suzuki,Ritz,2013,brown,hatchback,68876.00,1st,5,petrol,43,inline 4 cylinder petrol engine,1197,5-Speed,Manual,85,113,18.50,BS IV,429000.00
Ford EcoSport [2013-2015] Titanium 1.5L Ti-VCT AT,Ford,EcoSport,2013,white,suv,47068.00,1st,5,petrol,52,1.5L Ti-VCT (Petrol),1499,6-Speed,Automatic,109,140,16.50,BS III,708000.00
Ford EcoSport [2013-2015] Titanium 1.0L Ecoboost,Ford,EcoSport,2014,white,suv,48060.00,1st,5,petrol,52,Ecoboost Petrol Engine,999,5-Speed,Manual,123.37,170,18.88,BS III,678000.00
Maruti Suzuki Alto K10 [2014-2019] VXi (O),Maruti Suzuki,Alto K10,2016,orange,hatchback,80307.00,2nd,5,petrol,35,K10B,998,5-Speed,Manual,67,90,24.07,BS V,326000.00
Maruti Suzuki Alto K10 [2010-2014] VXi,Maruti Suzuki,Alto K10,2013,red,hatchback,29217.00,1st,5,petrol,35,K Series Petrol Engine,998,5-Speed,Manual,67.1,90,20.92,BS IV,336000.00
MG Motors Hector 1.5 Hybrid Smart,MG Motors,Hector,2019,black,suv,28787.00,1st,5,petrol,60,FWD,1451,6-Speed,Automatic,141,250,15.81,BS IV,1589000.00
Maruti Suzuki Omni [2011-2019] E 8 STR BS-IV,Maruti Suzuki,Omni,2014,silver,muv,57964.00,2nd,8,petrol,36,"4 stroke cycle, Water cooled",796,4-Speed,Manual,34,59,16.80,BS V,335000.00
Maruti Suzuki Ritz [2009-2012] VXI,Maruti Suzuki,Ritz,2011,grey,hatchback,54318.00,2nd,5,petrol,45,KB Series,1197,5-Speed,Manual,85,113,18.50,BS IV,368000.00
Hyundai i10 [2010-2016] Sportz Petrol,Hyundai,i10,2014,grey,hatchback,55319.00,1st,5,petrol,35,DOHC Kappa2 Engine,1197,5-Speed,Manual,78.9,111.8,20.36,BS III,439000.00
Ford EcoSport [2017-2020] Titanium + 1.5L Ti-VCT AT,Ford,EcoSport,2018,silver,suv,39105.00,1st,5,petrol,52,Ti-VCT Petrol Engine,1496,6-Speed,Automatic,120.69,149,14.70,BS V,1066000.00
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2021,white,suv,49279.00,1st,5,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,BS IV,1984000.00
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2021,white,suv,49279.00,1st,5,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,BS IV,1984000.00
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2021,white,suv,49279.00,1st,5,diesel,60,FWD,1956,6-Speed,Manual,167.68,350,17.41,BS IV,1984000.00
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2021,white,suv,49279.00,1st,5,diesel,60,FWD,1956,6-Speed,Manual,167.68,350,17.41,BS IV,1984000.00
Hyundai Santro Xing [2007-2014] GLS,Hyundai,Santro Xing,2011,maroon,hatchback,57259.00,2nd,5,petrol,35,Petrol Engine,1086,5-Speed,Manual,62.1,96.1,17.92,BS IV,328000.00
Mahindra XUV500 [2011-2015] W8,Mahindra,XUV500,2015,silver,suv,66820.00,2nd,7,diesel,70,4 cylinder mHawk CRDe diesel engine,2179,6-Speed,Manual,140,330,15.10,BS III,1055000.00
Ford Figo Aspire [2015-2019] Titanium 1.2 Ti-VCT,Ford,Figo Aspire,2018,blue,sedan,21089.00,1st,5,petrol,42,Ti-VCT Petrol Engine,1194,5-Speed,Manual,94.93,119,18.50,BS V,555000.00
Maruti Suzuki Celerio [2014-2021] VXi AMT,Maruti Suzuki,Celerio,2014,blue,hatchback,7779.00,1st,5,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.10,BS IV,434000.00
Hyundai i10 [2010-2016] Sportz AT Petrol,Hyundai,i10,2011,red,hatchback,48267.00,2nd,5,petrol,35,DOHC Kappa2 Engine,1197,4-Speed,Automatic,78.9,111.8,16.95,BS III,348000.00
Maruti Suzuki Swift [2011-2017] ZDi,Maruti Suzuki,Swift,2014,grey,hatchback,48079.00,1st,5,diesel,42,DDiS Diesel Engine,1248,5-Speed,Manual,74,190,22.90,BS IV,556000.00
Hyundai Grand i10 [2013-2017] Asta 1.2 Kappa VTVT,Hyundai,Grand i10,2014,orange,hatchback,42290.00,1st,5,petrol,43,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,82,114,18.90,BS IV,447000.00
Volkswagen Polo [2014-2020] Highline 1.5 (D),Volkswagen,Polo,2014,blue,hatchback,54723.00,1st,5,diesel,45,TDI Diesel Engine,1498,5-Speed,Automatic,88,230,20.18,BS V,569000.00
Renault Kwid RXT,Renault,Kwid,2019,white,hatchback,23160.00,1st,5,petrol,28,0.8L,799,5-Speed,Automatic,53,72,20.71,BS IV,428000.00
Hyundai i20 [2012-2014] Sportz 1.2,Hyundai,i20,2012,white,hatchback,41191.00,1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,82.85,113,18.50,BS IV,455000.00
Renault Duster [2015-2019] 110 PS RXZ 4X2 AMT,Renault,Duster,2018,grey,suv,18005.00,1st,5,diesel,50,dCi THP Diesel Engine,1461,6-Speed,Manual,108.45,245,19.60,BS V,1164000.00
Honda City [2017-2020] ZX CVT,Honda,City,2017,white,sedan,34480.00,1st,5,petrol,40,i VTEC Engine,1196,5-Speed,Automatic,117.6,145,18.00,BS V,1178000.00
Honda Amaze [2018-2021] 1.2 VX i-VTEC,Honda,Amaze,2019,brown,sedan,20604.00,1st,5,petrol,35,i-VTEC Petrol Engine,1199,5-Speed,Manual,88.76,110,18.60,BS IV,765000.00
Renault Kiger RXZ MT Dual Tone,Renault,Kiger,2021,grey,suv,9015.00,1st,5,petrol,40,"1.0L Energy	",1298,5-Speed,Automatic,71,96,19.70,BS IV,885000.00
Hyundai Elite i20 [2014-2018] Sportz 1.2,Hyundai,Elite i20,2016,red,hatchback,56348.00,1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,81.83,114.7,18.60,BS IV,658000.00
Honda City [2017-2020] ZX CVT,Honda,City,2018,brown,sedan,16006.00,1st,5,petrol,40,i VTEC Engine,1196,5-Speed,Automatic,117.6,145,18.00,BS V,1240000.00
Hyundai Elite i20 [2018-2020] Asta 1.2,Hyundai,Elite i20,2018,white,hatchback,27617.00,1st,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,5-Speed,Automatic,82,115,18.60,BS V,752000.00
Maruti Suzuki Baleno [2019-2022] Alpha AT Petrol,Maruti Suzuki,Baleno,2019,grey,hatchback,17246.00,1st,5,petrol,37,1.2L VVT Engine,1596,5-Speed,Manual,81.8,113,21.01,BS V,869000.00
Maruti Suzuki Baleno [2019-2022] Alpha AT Petrol,Maruti Suzuki,Baleno,2019,grey,hatchback,17246.00,1st,5,petrol,37,1.2L VVT Engine,1596,5-Speed,Manual,81.8,113,21.01,BS V,869000.00
Maruti Suzuki Baleno [2019-2022] Alpha AT Petrol,Maruti Suzuki,Baleno,2019,grey,hatchback,17246.00,1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,869000.00
Maruti Suzuki Baleno [2019-2022] Alpha AT Petrol,Maruti Suzuki,Baleno,2019,grey,hatchback,17246.00,1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,869000.00
Ford EcoSport [2017-2020] Titanium + 1.5L Ti-VCT AT,Ford,EcoSport,2017,brown,suv,73428.00,1st,5,petrol,52,Ti-VCT Petrol Engine,1496,6-Speed,Automatic,120.69,149,14.70,BS V,833000.00
Hyundai Verna [2017-2020] 1.6 VTVT SX (O) AT,Hyundai,Verna,2018,brown,sedan,25198.00,1st,5,petrol,45,VTVT Petrol Engine,1591,6-Speed,Automatic,121.3,151,17.00,BS V,1171000.00
Honda Amaze [2018-2021] 1.2 VX i-VTEC,Honda,Amaze,2020,white,sedan,7981.00,1st,5,petrol,35,i-VTEC Petrol Engine,1199,5-Speed,Manual,88.76,110,18.60,BS IV,840000.00
Hyundai i20 Active [2015-2020] 1.4 SX (O),Hyundai,i20 Active,2016,white,crossover,65232.00,2nd,5,diesel,45,1.4 U II 6 Speed Manual Transmission,1396,6-Speed,Automatic,89,220,21.19,BS V,706000.00
Chevrolet Beat [2009-2014] PS Petrol,Chevrolet,Beat,2013,grey,hatchback,52501.00,1st,5,petrol,35,S-TEC II,1199,5-Speed,Manual,79,108,18.60,BS IV,273000.00
Hyundai Elite i20 [2014-2018] Asta 1.2,Hyundai,Elite i20,2015,grey,hatchback,91933.00,1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,81.83,114.7,18.60,BS IV,603000.00
Hyundai Grand i10 [2017-2020] Magna 1.2 Kappa VTVT,Hyundai,Grand i10,2017,silver,hatchback,39437.00,1st,5,petrol,43,Kappa VTVT Petrol Engine,1197,5-Speed,Automatic,81.86,113.75,18.90,BS V,521000.00
Maruti Suzuki Dzire [2017-2020] VDI,Maruti Suzuki,Dzire,2018,white,sedan,50664.00,1st,5,diesel,37, DDiS Diesel Engine,1248,5-Speed,Automatic,74,190,28.40,BS V,764000.00
Mahindra XUV500 [2015-2018] W10,Mahindra,XUV500,2015,white,suv,60985.00,1st,7,diesel,70,4 cylinder mHawk CRDe diesel engine,2179,6-Speed,Manual,140,330,16.00,BS IV,1266000.00
Hyundai Venue SX 1.0  Turbo,Hyundai,Venue,2020,blue,suv,37005.00,1st,5,petrol,45,Kappa 1.0 L Turbo GDi Petrol,998,6-Speed,Manual,118.35,171.6,18.27,BS IV,1030000.00
Maruti Suzuki Celerio [2014-2021] ZXi AMT,Maruti Suzuki,Celerio,2015,white,hatchback,23217.00,1st,5,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.10,BS IV,511000.00
Maruti Suzuki Alto K10 [2014-2019] VXI AMT (O),Maruti Suzuki,Alto K10,2017,grey,hatchback,46289.00,2nd,5,petrol,35,K Series Petrol Engine,1798,5-Speed,Manual,67.1,90,23.95,BS V,389000.00
Renault Duster [2015-2019] 110 PS RXZ 4X2 AMT,Renault,Duster,2018,red,suv,23783.00,1st,5,diesel,50,dCi THP Diesel Engine,1461,6-Speed,Manual,108.45,245,19.60,BS V,1137000.00
Honda City [2014-2017] SV,Honda,City,2014,brown,sedan,55410.00,2nd,5,petrol,40,Front Wheel Drive,1497,5-Speed,Manual,117.3,145,17.80,BS IV,563000.00
Hyundai Xcent [2014-2017] S Petrol,Hyundai,Xcent,2014,blue,sedan,38147.00,1st,5,petrol,43,1.2 Kappa Dual VTVT Petrol,1197,5-Speed,Manual,81,114,19.10,BS IV,465000.00
Kia Seltos GTX Plus DCT,Kia,Seltos,2019,white,suv,23801.00,1st,5,petrol,50,Smartstream G1.4 T-GDi,1353,7-Speed,Manual,138,242,16.80,BS IV,1708000.00
Maruti Suzuki Baleno [2015-2019] Zeta Petrol,Maruti Suzuki,Baleno,2018,blue,hatchback,16123.00,1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,751000.00
Maruti Suzuki Alto 800 [2012-2016] LXI Anniversary Edition,Maruti Suzuki,Alto 800,2013,purple,hatchback,22801.00,1st,5,petrol,35,F8D,1596,5-Speed,Automatic,48,69,22.74,BS III,306000.00
Maruti Suzuki Alto 800 [2012-2016] LXI Anniversary Edition,Maruti Suzuki,Alto 800,2013,purple,hatchback,22801.00,1st,5,petrol,35,F8D,1596,5-Speed,Automatic,48,69,22.74,BS III,306000.00
Maruti Suzuki Alto 800 [2012-2016] LXI Anniversary Edition,Maruti Suzuki,Alto 800,2013,purple,hatchback,22801.00,1st,5,petrol,35,F8D,1496,5-Speed,Manual,48,69,22.74,BS III,306000.00
Maruti Suzuki Alto 800 [2012-2016] LXI Anniversary Edition,Maruti Suzuki,Alto 800,2013,purple,hatchback,22801.00,1st,5,petrol,35,F8D,1496,5-Speed,Manual,48,69,22.74,BS III,306000.00
Maruti Suzuki Baleno [2015-2019] Alpha Petrol,Maruti Suzuki,Baleno,2018,blue,hatchback,16373.00,1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,771000.00
Maruti Suzuki Ciaz [2014-2017] ZXi AT,Maruti Suzuki,Ciaz,2016,red,sedan,31207.00,1st,5,petrol,43, K 14B VVT,1373,4-Speed,Automatic,91,130,19.12,BS IV,823000.00
Ford EcoSport [2017-2020] Titanium + 1.5L Ti-VCT AT,Ford,EcoSport,2019,white,suv,60197.00,1st,5,petrol,52,Ti-VCT Petrol Engine,1496,6-Speed,Automatic,120.69,149,14.70,BS V,980000.00
Honda City [2008-2013] V,Honda,City,2013,red,sedan,73382.00,1st,5,petrol,42,"1.5L, SOHC, 4-cylinder, i-VTEC",1497,5-Speed,Manual,118,146,17.00,BS IV,571000.00
Maruti Suzuki Baleno [2015-2019] Delta Petrol,Maruti Suzuki,Baleno,2016,blue,hatchback,62811.00,1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,614000.00
Hyundai i20 Active [2015-2020] 1.2 SX,Hyundai,i20 Active,2018,silver,crossover,29086.00,1st,5,petrol,45,1.2L Kappa 5 Speed Manual Transmission,1197,5-Speed,Automatic,82,115,17.19,BS V,843000.00
Renault Kwid [2015-2019] RXT,Renault,Kwid,2018,red,hatchback,12582.00,1st,5,petrol,28,Petrol Engine,799,5-Speed,Manual,53.3,72,25.12,BS V,410000.00
Hyundai Eon [2011-2018] Sportz,Hyundai,Eon,2017,white,hatchback,40158.00,1st,5,petrol,32,Petrol Engine,814,5-Speed,Manual,55.2,74.5,21.10,BS IV,427000.00
Hyundai i20 [2012-2014] Sportz 1.2,Hyundai,i20,2013,bronze,hatchback,50665.00,1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,82.85,113,18.50,BS IV,484000.00
Hyundai Verna [2011-2015] Fluidic 1.6 VTVT SX Opt,Hyundai,Verna,2013,white,sedan,42283.00,1st,5,petrol,43,Front Wheel Drive,1582,5-Speed,Automatic,121,158,17.01,BS III,622000.00
Maruti Suzuki Celerio [2014-2021] VXI (O),Maruti Suzuki,Celerio,2017,silver,hatchback,79767.00,1st,5,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.10,BS IV,423000.00
Maruti Suzuki Ciaz Alpha(Petrol),Maruti Suzuki,Ciaz,2018,blue,sedan,48524.00,1st,5,petrol,43,k14B VVT Engine,1373,5-Speed,Manual,91.1,130,20.73,BS IV,812000.00
Maruti Suzuki S-Presso VXI+,Maruti Suzuki,S-Presso,2021,silver,hatchback,4704.00,1st,5,petrol,27,K10B Petrol Engine,998,5-Speed,Manual,67,90,21.01,BS IV,549000.00
Maruti Suzuki Celerio [2014-2021] ZXi AMT,Maruti Suzuki,Celerio,2016,red,hatchback,44272.00,1st,5,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.10,BS IV,525000.00
Hyundai Xcent [2017-2019] SX Petrol,Hyundai,Xcent,2018,grey,sedan,14197.00,1st,5,petrol,43,1.2L Kappa Dual VTVT Petr,1197,5-Speed,Manual,81.86,113.75,20.14,BS V,709000.00
Hyundai Elite i20 [2014-2018] Asta 1.2,Hyundai,Elite i20,2017,blue,hatchback,57359.00,1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,81.83,114.7,18.60,BS IV,744000.00
Honda City V,Honda,City,2019,brown,sedan,13791.00,1st,5,petrol,40,i VTEC Engine,1497,5-Speed,Manual,117.6,145,17.40,BS IV,982000.00
Maruti Suzuki Vitara Brezza [2016-2020] ZDI PLUS Dual Tone,Maruti Suzuki,Vitara Brezza,2016,yellow,suv,76060.00,1st,5,diesel,48,DDiS 200 Diesel Engine,1248,5-Speed,Automatic,88.5,200,24.30,BS V,881000.00
Tata Altroz XZ 1.2,Tata,Altroz,2021,white,hatchback,5389.00,1st,5,petrol,37,1.2 L Revotron,1199,5-Speed,Manual,84.82,113,19.05,BS IV,834000.00
Mahindra Scorpio [2014-2017] S4 Plus,Mahindra,Scorpio,2015,black,suv,64338.00,1st,7,diesel,60,4 cylinder mHawk CRDe diesel engine,2179,5-Speed,Manual,120,280,15.40,BS IV,916000.00
Honda Amaze 1.2 VX CVT i-VTEC,Honda,Amaze,2019,brown,sedan,17691.00,1st,5,petrol,35,i-VTEC Petrol Engine,1199,5-Speed,Manual,88.76,110,18.60,BS IV,880000.00
Tata Punch Creative Dual Tone,Tata,Punch,2022,white,suv,19734.00,1st,5,petrol,37,1.2 Revotron,1199,5-Speed,Automatic,84,113,18.90,BS IV,871000.00
Hyundai Grand i10 [2017-2020] Sportz (O) 1.2 kappa VTVT,Hyundai,Grand i10,2017,silver,hatchback,16150.00,1st,5,petrol,43,Kappa VTVT Petrol Engine,1197,5-Speed,Automatic,81.86,113.75,18.90,BS V,594000.00
Hyundai Verna SX Opt Petrol,Hyundai,Verna,2021,silver,sedan,21557.00,1st,5,petrol,45,1.5 l MPi,1497,6-Speed,Automatic,113,144,17.70,BS IV,1366000.00
Toyota Glanza [2019-2022] G,Toyota,Glanza,2020,white,hatchback,30130.00,1st,5,petrol,37,Petrol Engine,1596,5-Speed,Manual,81.8,113,21.01,BS V,785000.00
Toyota Glanza [2019-2022] G,Toyota,Glanza,2020,white,hatchback,30130.00,1st,5,petrol,37,Petrol Engine,1596,5-Speed,Manual,81.8,113,21.01,BS V,785000.00
Toyota Glanza [2019-2022] G,Toyota,Glanza,2020,white,hatchback,30130.00,1st,5,petrol,37,Petrol Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,785000.00
Toyota Glanza [2019-2022] G,Toyota,Glanza,2020,white,hatchback,30130.00,1st,5,petrol,37,Petrol Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,785000.00
Maruti Suzuki Baleno [2019-2022] Delta Petrol,Maruti Suzuki,Baleno,2019,blue,hatchback,24618.00,1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,718000.00
Maruti Suzuki Baleno [2019-2022] Delta Petrol,Maruti Suzuki,Baleno,2020,blue,hatchback,4337.00,1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,749000.00
Maruti Suzuki Alto K10 [2014-2019] VXi,Maruti Suzuki,Alto K10,2015,red,hatchback,74114.00,2nd,5,petrol,35,K10B,998,5-Speed,Manual,67,90,24.07,BS V,320000.00
Hyundai Creta [2015-2018] 1.6 SX Plus Petrol,Hyundai,Creta,2016,white,suv,52631.00,3rd,5,petrol,60,Petrol Dual VTVT,1591,6-Speed,Manual,122,154,15.29,BS IV,860000.00
Maruti Suzuki Dzire ZXI,Maruti Suzuki,Dzire,2021,blue,sedan,5744.00,1st,5,petrol,37,1.2 Litre Petrol Engine,1197,5-Speed,Manual,88.5,113,23.26,BS IV,799000.00
Maruti Suzuki Wagon R 1.2 [2019-2022] ZXI,Maruti Suzuki,Wagon R 1.2,2019,silver,hatchback,18988.00,1st,5,petrol,32,K12M Petrol Engine,1197,5-Speed,Manual,81.8,113,20.52,BS V,625000.00
Maruti Suzuki Alto 800 Vxi,Maruti Suzuki,Alto 800,2019,grey,hatchback,18066.00,1st,5,petrol,35,F8D Petrol Engine,796,5-Speed,Manual,47.3,69,22.05,BS IV,411000.00
Maruti Suzuki Swift [2011-2017] VDi,Maruti Suzuki,Swift,2014,silver,hatchback,74660.00,2nd,5,diesel,43,DDiS Diesel Engine,1248,5-Speed,Manual,74,190,22.90,BS IV,540000.00
Maruti Suzuki Baleno [2019-2022] Alpha Petrol,Maruti Suzuki,Baleno,2019,white,hatchback,32801.00,1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,822000.00
Maruti Suzuki Dzire [2017-2020] ZXi Plus AMT,Maruti Suzuki,Dzire,2018,white,sedan,46517.00,1st,5,petrol,37,1.2 Litre Petrol Engine,1696,5-Speed,Automatic,88.5,113,24.12,BS V,784000.00
Hyundai Venue [2019-2022] SX Plus 1.0 Turbo DCT,Hyundai,Venue,2019,blue,suv,44781.00,1st,5,petrol,45,Kappa 1.0 L Turbo GDi Petrol,998,7-Speed,Manual,118.35,171.6,18.15,BS V,1165000.00
Maruti Suzuki Omni [2011-2019] E 8 STR BS-IV,Maruti Suzuki,Omni,2019,blue,muv,27409.00,1st,8,petrol,36,"4 stroke cycle, Water cooled",796,4-Speed,Manual,34,59,16.80,BS V,396000.00
Hyundai Elite i20 [2018-2020] Sportz Plus 1.2,Hyundai,Elite i20,2019,blue,hatchback,23505.00,1st,5,petrol,40,Kappa VTVT Petrol Engine,1197,5-Speed,Automatic,81.86,117,18.60,BS V,770000.00
Maruti Suzuki S-Presso VXI+,Maruti Suzuki,S-Presso,2021,red,hatchback,34872.00,1st,5,petrol,27,K10B Petrol Engine,998,5-Speed,Manual,67,90,21.01,BS IV,515000.00
Maruti Suzuki Alto 800 Vxi Plus,Maruti Suzuki,Alto 800,2020,red,hatchback,7401.00,1st,5,petrol,35,F8D Petrol Engine,796,5-Speed,Manual,47.3,69,22.05,BS IV,426000.00
Hyundai Grand i10 [2013-2017] Asta AT 1.2 Kappa VTVT,Hyundai,Grand i10,2014,orange,hatchback,51531.00,1st,5,petrol,43,Kappa VTVT Petrol Engine,1197,4-Speed,Automatic,82,114,18.90,BS IV,541000.00
Hyundai Eon [2011-2018] Era + SE,Hyundai,Eon,2017,white,hatchback,40187.00,1st,5,petrol,32,Petrol Engine,814,5-Speed,Manual,55.2,74.5,21.10,BS IV,390000.00
Renault Duster [2015-2019] 85 PS RXZ 4X2 MT,Renault,Duster,2017,bronze,suv,77127.00,2nd,5,diesel,50,1.5 dCI K9K THP Diesel engine,1461,5-Speed,Manual,84,200,19.87,BS V,810000.00
Ford EcoSport [2015-2017] Titanium + 1.5L TDCi,Ford,EcoSport,2017,grey,suv,31080.00,1st,5,diesel,52,1.5L DV5 (Diesel),1498,5-Speed,Manual,99,205,22.70,BS IV,932000.00
Maruti Suzuki Baleno [2019-2022] Alpha Petrol,Maruti Suzuki,Baleno,2019,blue,hatchback,28967.00,1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,792000.00
Hyundai Creta [2015-2018] 1.6 SX Plus Auto Petrol,Hyundai,Creta,2017,white,suv,69302.00,1st,5,petrol,60,Petrol Dual VTVT,1591,6-Speed,Manual,122,154,15.29,BS IV,1238000.00
Hyundai Elite i20 [2018-2020] Magna Plus 1.2,Hyundai,Elite i20,2020,red,hatchback,14502.00,1st,5,petrol,40,Kappa VTVT Petrol Engine,1197,5-Speed,Automatic,81.86,117,18.60,BS V,769000.00
Hyundai Elite i20 [2014-2018] Asta 1.2,Hyundai,Elite i20,2014,blue,hatchback,38213.00,1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,81.83,114.7,18.60,BS IV,635000.00
Maruti Suzuki Celerio [2014-2021] VXi AMT (O),Maruti Suzuki,Celerio,2016,white,hatchback,54635.00,1st,5,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.10,BS IV,481000.00
Honda City [2017-2020] ZX CVT,Honda,City,2018,brown,sedan,32939.00,1st,5,petrol,40,i VTEC Engine,1196,5-Speed,Automatic,117.6,145,18.00,BS V,1185000.00
Skoda Rapid [2011-2016] Elegance Diesel MT,Skoda,Rapid,2012,beige,sedan,99495.00,1st,5,diesel,55,4 cylinder inline diesel engine,1598,5-Speed,Manual,103,250,14.30,BS III,466000.00
Renault Kwid [2015-2019] RXT Opt,Renault,Kwid,2019,red,hatchback,23342.00,1st,5,petrol,28,Petrol Engine,799,5-Speed,Manual,53.3,72,25.17,BS V,489000.00
Hyundai Verna SX Opt Turbo Petrol,Hyundai,Verna,2020,black,sedan,32464.00,1st,5,petrol,45,"1.0 l Kappa Turbo GDi	",998,7-Speed,Automatic,118,172,19.20,BS IV,1454000.00
Honda WR-V i-DTEC VX,Honda,WR-V,2019,red,suv,30457.00,1st,5,diesel,40,i-DTEC Diesel engine,1498,6-Speed,Manual,97.89,200,23.70,BS IV,1032000.00
Toyota Glanza [2019-2022] G,Toyota,Glanza,2021,red,hatchback,6738.00,1st,5,petrol,37,Petrol Engine,1596,5-Speed,Manual,81.8,113,21.01,BS V,847000.00
